spoink,18,56,95,134,173,212,250,289,328,367,403,440,477,514,550,587,624,660,697,734,771,807,844,881,917,954,991,1028,1064,1101,1119,1138,1156,1174,1193
grumpig,32,102,172,241,311,381,451,520,590,660,726,792,858,924,990,1056,1122,1188,1254,1320,1386,1452,1518,1584,1650,1716,1782,1848,1914,1980,2013,2046,2079,2112,2145
spinda,15,48,81,113,146,179,212,245,278,310,342,373,404,435,466,497,528,559,590,621,652,683,715,746,777,808,839,870,901,932,948,963,979,994,1010
trapinch,15,48,81,114,147,180,213,246,279,312,343,374,405,437,468,499,530,561,593,624,655,686,717,749,780,811,842,873,905,936,952,967,983,998,1014
vibrava,15,47,79,111,143,175,208,240,272,304,334,365,395,426,456,487,517,547,578,608,639,669,700,730,761,791,822,852,882,913,928,943,959,974,989
flygon,34,109,183,257,331,405,480,554,628,702,773,843,913,983,1053,1124,1194,1264,1334,1405,1475,1545,1615,1686,1756,1826,1896,1967,2037,2107,2142,2178,2213,2248,2283
cacnea,15,47,80,113,145,178,210,243,276,308,339,370,401,432,463,493,524,555,586,617,648,679,710,740,771,802,833,864,895,926,941,957,972,987,1003
cacturne,29,92,155,219,282,345,408,471,534,598,657,717,777,837,896,956,1016,1076,1135,1195,1255,1315,1374,1434,1494,1554,1614,1673,1733,1793,1823,1853,1883,1913,1942
swablu,10,32,53,75,97,119,141,162,184,206,227,247,268,289,309,330,351,371,392,412,433,454,474,495,516,536,557,578,598,619,629,640,650,660,671
altaria,26,82,139,195,252,308,364,421,477,534,587,640,694,747,801,854,907,961,1014,1067,1121,1174,1228,1281,1335,1388,1441,1495,1548,1602,1628,1655,1682,1708,1735
zangoose,31,98,165,231,298,365,432,499,566,632,696,759,822,885,949,1012,1075,1138,1202,1265,1328,1391,1455,1518,1581,1645,1708,1771,1834,1898,1929,1961,1993,2024,2056
seviper,27,85,143,201,260,318,376,434,492,551,606,661,716,771,826,881,936,991,1046,1101,1157,1212,1267,1322,1377,1432,1487,1542,1597,1653,1680,1708,1735,1763,1790
lunatone,31,99,167,235,302,370,438,506,574,641,705,770,834,898,962,1026,1090,1154,1219,1283,1347,1411,1475,1539,1604,1668,1732,1796,1860,1925,1957,1989,2021,2053,2085
solrock,31,99,167,235,302,370,438,506,574,641,705,770,834,898,962,1026,1090,1154,1219,1283,1347,1411,1475,1539,1604,1668,1732,1796,1860,1925,1957,1989,2021,2053,2085
barboach,10,31,53,74,96,118,139,161,183,204,225,245,266,286,306,327,347,368,388,409,429,450,470,491,511,531,552,572,593,613,624,634,644,654,664
whiscash,28,88,148,208,268,328,388,448,509,569,626,682,739,796,853,910,967,1024,1081,1137,1194,1251,1308,1365,1422,1479,1536,1593,1650,1707,1735,1763,1792,1820,1849
corphish,15,49,82,115,149,182,216,249,283,316,348,379,411,443,474,506,538,569,601,633,664,696,728,759,791,822,854,886,917,949,965,981,997,1012,1028
crawdaunt,32,102,172,242,312,382,452,522,592,662,728,794,861,927,993,1059,1125,1192,1258,1324,1390,1456,1523,1589,1655,1721,1788,1854,1920,1986,2019,2053,2086,2119,2152
baltoy,10,30,50,70,91,111,132,152,172,193,212,232,251,270,290,309,328,348,367,386,406,425,444,464,483,502,522,541,560,580,589,599,609,618,628
claydol,25,79,132,186,240,294,347,401,455,509,560,611,662,712,763,814,865,916,967,1018,1069,1120,1171,1221,1272,1323,1374,1425,1476,1527,1553,1578,1603,1629,1654
lileep,16,52,88,123,159,194,230,266,301,337,371,405,438,472,506,540,573,607,641,675,708,742,776,810,843,877,911,945,978,1012,1029,1046,1063,1080,1096
cradily,29,92,155,217,280,343,406,469,532,594,654,713,773,832,892,951,1011,1070,1130,1189,1248,1308,1367,1427,1486,1546,1605,1665,1724,1784,1814,1843,1873,1903,1933
anorith,18,58,97,137,176,216,255,295,335,374,412,449,486,524,561,599,636,674,711,749,786,823,861,898,936,973,1011,1048,1086,1123,1142,1161,1179,1198,1217
armaldo,37,118,199,280,360,441,522,603,683,764,841,917,993,1070,1146,1223,1299,1375,1452,1528,1605,1681,1758,1834,1911,1987,2064,2140,2216,2293,2331,2369,2408,2446,2484
feebas,10,10,16,23,29,36,43,49,56,63,69,75,81,88,94,100,107,113,119,125,132,138,144,151,157,163,170,176,182,188,192,195,198,201,204
milotic,41,131,221,310,400,489,579,668,758,848,932,1017,1102,1187,1271,1356,1441,1526,1610,1695,1780,1865,1950,2034,2119,2204,2289,2374,2458,2543,2586,2628,2670,2713,2755
castform,21,65,110,155,200,245,290,335,379,424,467,509,552,594,636,679,721,764,806,849,891,934,976,1019,1061,1103,1146,1188,1231,1273,1295,1316,1337,1358,1379
kecleon,27,85,143,201,259,317,375,433,491,549,604,659,714,769,824,879,934,989,1044,1099,1154,1209,1264,1319,1374,1429,1484,1539,1594,1649,1677,1704,1731,1759,1786
shuppet,12,38,65,91,117,144,170,196,223,249,274,299,324,349,374,399,423,448,473,498,523,548,573,598,623,648,673,698,723,748,760,773,785,798,810
banette,29,91,154,217,279,342,404,467,530,592,651,711,770,829,888,948,1007,1066,1125,1184,1244,1303,1362,1422,1481,1540,1599,1659,1718,1777,1807,1836,1866,1896,1925
duskull,10,23,39,54,70,86,102,118,133,149,164,179,194,209,224,239,254,269,284,299,314,329,344,359,374,389,404,419,434,449,456,463,471,478,486
dusclops,18,59,99,139,180,220,260,301,341,381,419,457,496,534,572,610,648,686,724,762,801,839,877,915,953,991,1030,1068,1106,1144,1163,1182,1201,1220,1239
tropius,26,81,137,193,249,304,360,416,472,527,580,633,686,738,791,844,896,949,1002,1055,1107,1160,1213,1266,1319,1371,1424,1477,1530,1582,1609,1635,1662,1688,1714
chimecho,29,92,156,219,282,345,409,472,535,598,658,718,778,838,898,958,1017,1077,1137,1197,1257,1317,1377,1437,1496,1556,1616,1676,1736,1796,1826,1856,1886,1916,1945
absol,32,101,169,238,307,376,445,514,583,651,716,782,847,912,977,1042,1107,1172,1238,1303,1368,1433,1498,1563,1629,1694,1759,1824,1889,1955,1987,2020,2052,2085,2117
wynaut,10,22,37,52,67,83,98,113,128,143,158,172,186,201,215,230,244,258,273,287,301,316,330,345,359,373,388,402,417,431,438,445,452,460,467
snorunt,10,34,57,80,104,127,150,174,197,220,242,264,287,309,331,353,375,397,419,441,463,485,507,529,551,574,596,618,640,662,673,684,695,706,717
glalie,27,86,144,203,262,321,379,438,497,556,611,667,722,778,833,889,945,1000,1056,1111,1167,1222,1278,1334,1389,1445,1500,1556,1612,1667,1695,1723,1751,1778,1806
spheal,12,38,65,91,118,144,171,197,224,250,275,300,325,350,375,400,425,450,475,500,525,550,575,601,626,651,676,701,726,751,763,776,788,801,813
sealeo,22,71,119,168,216,265,313,362,410,459,505,551,597,643,688,734,780,826,872,918,964,1010,1056,1102,1148,1194,1239,1285,1331,1377,1400,1423,1446,1469,1492
walrein,36,115,194,272,351,430,508,587,666,745,819,893,968,1042,1117,1191,1266,1340,1415,1489,1564,1638,1713,1787,1862,1936,2011,2085,2160,2234,2271,2308,2346,2383,2420
clamperl,15,48,81,114,147,180,213,246,278,311,343,374,405,436,467,498,530,561,592,623,654,686,717,748,779,810,841,873,904,935,951,966,982,997,1013
huntail,30,94,159,224,288,353,417,482,547,611,672,733,795,856,917,978,1039,1100,1161,1222,1284,1345,1406,1467,1528,1589,1651,1712,1773,1834,1865,1895,1926,1956,1987
gorebyss,32,101,170,238,307,376,445,514,583,652,717,782,847,912,977,1043,1108,1173,1238,1303,1368,1434,1499,1564,1629,1694,1760,1825,1890,1955,1988,2020,2053,2086,2118
relicanth,36,113,190,267,345,422,499,576,653,731,804,877,950,1023,1096,1169,1242,1315,1388,1461,1534,1607,1680,1753,1827,1900,1973,2046,2119,2192,2229,2265,2302,2338,2375
luvdisc,10,32,54,77,99,121,143,165,188,210,231,252,273,294,315,336,357,378,399,420,441,462,483,504,525,546,567,588,609,630,641,651,662,672,683
bagon,14,46,78,110,142,173,205,237,269,301,331,361,391,421,451,481,511,541,571,601,631,662,692,722,752,782,812,842,872,902,917,932,947,963,978
shelgon,27,86,145,205,264,323,382,441,500,559,615,671,727,783,839,895,951,1007,1063,1119,1175,1231,1287,1343,1399,1455,1511,1567,1623,1679,1707,1735,1763,1791,1819
salamence,49,156,263,369,476,583,689,796,902,1009,1110,1211,1312,1413,1514,1614,1715,1816,1917,2018,2119,2220,2321,2422,2523,2624,2725,2826,2927,3027,3078,3128,3179,3229,3280
beldum,11,37,62,88,113,139,164,190,215,241,265,289,313,337,361,385,409,434,458,482,506,530,554,578,602,626,651,675,699,723,735,747,759,771,783
metang,22,69,117,164,211,259,306,353,401,448,493,538,583,628,673,717,762,807,852,897,942,986,1031,1076,1121,1166,1211,1256,1301,1345,1368,1390,1413,1435,1458
metagross,51,161,271,380,490,600,710,820,929,1039,1143,1247,1351,1455,1559,1663,1766,1870,1974,2078,2182,2286,2390,2494,2598,2702,2806,2910,3014,3118,3170,3222,3274,3325,3377
regirock,43,136,230,323,416,509,602,696,789,882,970,1058,1146,1235,1323,1411,1499,1587,1675,1764,1852,1940,2028,2117,2205,2293,2381,2470,2558,2646,2690,2734,2778,2822,2866
regice,43,136,230,323,416,509,602,696,789,882,970,1058,1146,1235,1323,1411,1499,1587,1675,1764,1852,1940,2028,2117,2205,2293,2381,2470,2558,2646,2690,2734,2778,2822,2866
registeel,31,100,168,236,304,373,441,509,577,646,710,775,839,904,969,1033,1098,1162,1227,1292,1356,1421,1485,1550,1615,1679,1744,1808,1873,1938,1970,2002,2035,2067,2099
latias,47,149,251,353,455,557,659,761,863,965,1061,1158,1254,1351,1447,1544,1640,1737,1833,1929,2026,2123,2219,2316,2412,2509,2605,2702,2798,2895,2943,2991,3039,3088,3136
latios,51,161,271,381,491,601,711,821,931,1041,1145,1249,1354,1458,1562,1666,1770,1874,1978,2082,2186,2291,2395,2499,2603,2707,2811,2916,3020,3124,3176,3228,3280,3332,3384
kyogre,57,180,303,426,549,672,795,918,1041,1164,1280,1397,1513,1630,1746,1862,1979,2095,2211,2328,2444,2561,2677,2794,2910,3027,3143,3259,3376,3492,3551,3609,3667,3725,3783
groudon,57,180,303,426,549,672,795,918,1041,1164,1280,1397,1513,1630,1746,1862,1979,2095,2211,2328,2444,2561,2677,2794,2910,3027,3143,3259,3376,3492,3551,3609,3667,3725,3783
rayquaza,51,161,271,381,491,601,711,821,931,1041,1146,1250,1354,1458,1562,1666,1770,1874,1979,2083,2187,2291,2395,2499,2604,2708,2812,2916,3020,3125,3177,3229,3281,3333,3385
jirachi,43,137,230,323,416,510,603,696,790,883,971,1059,1148,1236,1324,1413,1501,1589,1677,1766,1854,1942,2031,2119,2207,2296,2384,2472,2561,2649,2693,2737,2781,2826,2870
deoxys,38,121,204,287,370,453,536,619,702,785,864,942,1021,1099,1178,1256,1335,1413,1492,1570,1649,1728,1806,1885,1963,2042,2120,2199,2278,2356,2395,2435,2474,2513,2552
